297.28	293.36	3.92
297.23	293.34	3.89
297.23	293.33	3.90
297.18	293.34	3.83
297.14	293.33	3.82
297.14	293.33	3.82
297.09	293.33	3.76
297.05	293.33	3.73
297.05	293.33	3.73
296.97	293.33	3.64
296.97	293.33	3.64
296.97	293.29	3.67
296.91	293.24	3.67
296.88	293.24	3.64
296.88	293.24	3.64
296.83	293.24	3.59
296.79	293.24	3.55
296.77	293.24	3.53
296.72	293.22	3.50
296.70	293.17	3.53
296.69	293.15	3.53
296.63	293.15	3.48
296.62	293.15	3.46
296.58	293.15	3.43
296.53	293.14	3.39
296.51	293.15	3.36
296.51	293.15	3.36
296.44	293.15	3.29
296.44	293.14	3.31
296.36	293.10	3.25
296.36	293.09	3.27
296.32	293.07	3.25
296.29	293.09	3.20
296.27	293.07	3.20
296.27	293.07	3.20
296.18	293.07	3.11
296.18	293.07	3.11
296.15	293.07	3.08
296.09	293.05	3.04
296.09	293.07	3.03
296.08	293.07	3.01
296.03	293.00	3.03
296.01	293.03	2.97
296.01	293.02	2.99
295.92	292.98	2.94
295.92	292.98	2.94
295.90	293.00	2.90
295.85	292.98	2.87
295.83	292.98	2.85
295.83	292.98	2.85
295.76	292.98	2.78
295.75	292.98	2.77
295.73	292.98	2.75
295.68	292.98	2.70
295.66	292.98	2.68
295.66	292.98	2.68
295.61	292.98	2.63
295.59	293.00	2.59
295.57	292.98	2.59
295.57	292.98	2.59
295.52	292.98	2.54
295.49	292.98	2.51
295.49	292.98	2.51
295.49	292.98	2.51
295.40	293.00	2.40
295.40	293.03	2.37
295.40	293.03	2.37
295.40	293.05	2.35
295.31	293.07	2.25
295.31	293.07	2.25
295.31	293.07	2.25
295.26	293.07	2.19
295.24	293.07	2.18
295.23	293.07	2.16
295.21	293.05	2.16
295.16	293.07	2.09
295.14	293.05	2.09
295.14	293.07	2.07
295.14	293.07	2.07
295.11	293.07	2.04
295.09	293.07	2.02
295.05	293.07	1.99
295.05	293.07	1.99
295.05	293.07	1.99
295.04	293.07	1.97
295.04	293.05	1.99
294.98	293.05	1.93
294.98	293.07	1.92
294.97	293.05	1.92
294.97	293.03	1.93
294.97	293.05	1.92
294.97	293.00	1.97
294.93	292.98	1.95
294.93	292.98	1.95
294.90	292.98	1.92
294.88	292.98	1.90
294.88	292.98	1.90
294.88	292.98	1.90
294.88	292.98	1.90
294.85	292.98	1.86
294.83	292.98	1.85
294.79	292.98	1.81
294.79	292.98	1.81
294.79	292.98	1.81
294.79	292.98	1.81
294.78	292.98	1.80
294.74	292.96	1.78
294.72	292.98	1.74
294.72	292.98	1.74
294.71	292.98	1.73
294.71	292.98	1.73
294.71	292.98	1.73
294.71	292.98	1.73
294.69	292.98	1.71
294.67	292.98	1.69
294.71	292.98	1.73
294.64	292.98	1.66
294.64	292.98	1.66
294.62	292.98	1.64
294.62	292.98	1.64
294.62	292.98	1.64
294.62	292.98	1.64
294.62	293.02	1.60
294.62	292.98	1.64
294.62	293.03	1.59
294.62	293.05	1.57
294.57	293.07	1.50
294.55	293.07	1.48
294.55	293.07	1.48
294.53	293.07	1.47
294.53	293.07	1.47
294.53	293.09	1.45
294.52	293.07	1.45
294.53	293.07	1.47
294.53	293.07	1.47
294.47	293.09	1.38
294.47	293.09	1.38
294.45	293.15	1.29
294.45	293.15	1.29
294.45	293.15	1.29
294.45	293.15	1.29
294.45	293.15	1.29
294.41	293.15	1.26
294.36	293.15	1.21
294.36	293.15	1.21
294.36	293.15	1.21
294.36	293.15	1.21
294.34	293.15	1.19
294.33	293.15	1.17
294.29	293.19	1.10
294.28	293.19	1.09
294.29	293.19	1.10
294.28	293.22	1.05
294.26	293.22	1.04
294.26	293.24	1.02
294.26	293.24	1.02
294.24	293.24	1.00
294.19	293.24	0.95
294.19	293.24	0.95
294.19	293.24	0.95
294.19	293.26	0.93
294.19	293.24	0.95
294.17	293.27	0.90
294.17	293.26	0.91
294.12	293.33	0.79
294.12	293.33	0.79
294.10	293.33	0.78
294.12	293.33	0.79
294.10	293.33	0.78
294.10	293.34	0.76
294.10	293.33	0.78
294.10	293.36	0.74
294.10	293.34	0.76
294.10	293.38	0.72
294.10	293.41	0.69
294.07	293.40	0.67
294.07	293.40	0.67
294.02	293.41	0.60
294.05	293.41	0.64
294.02	293.41	0.60
294.02	293.41	0.60
294.02	293.41	0.60
294.02	293.41	0.60
294.02	293.41	0.60
294.02	293.43	0.59
294.02	293.45	0.57
294.02	293.43	0.59
294.00	293.48	0.52
294.02	293.50	0.52
293.95	293.50	0.45
293.95	293.50	0.45
293.93	293.50	0.43
293.93	293.50	0.43
293.93	293.50	0.43
293.93	293.50	0.43
293.93	293.50	0.43
